id,flight_id,flight_number,airline_id,departure_airport,arrival_airport,departure_datetime,arrival_datetime,subaircrafttypecode
1915,1258,4393,AA,CHS,DCA,2025-01-29 19:53:00,2025-01-29 21:30:00,E75
1916,1258,4393,AA,CHS,DCA,2025-01-30 19:53:00,2025-01-30 21:30:00,E75
1917,1258,4393,AA,CHS,DCA,2025-01-31 19:53:00,2025-01-31 21:30:00,E75
1918,1257,4393,AA,DCA,CHS,2025-01-07 17:22:00,2025-01-07 19:15:00,E75
1919,1257,4393,AA,DCA,CHS,2025-01-08 17:22:00,2025-01-08 19:15:00,E75
1920,1257,4393,AA,DCA,CHS,2025-01-09 17:22:00,2025-01-09 19:15:00,E75
1921,1257,4393,AA,DCA,CHS,2025-01-10 17:22:00,2025-01-10 19:15:00,E75
1922,1257,4393,AA,DCA,CHS,2025-01-11 17:22:00,2025-01-11 19:15:00,E75
1923,1257,4393,AA,DCA,CHS,2025-01-13 17:22:00,2025-01-13 19:15:00,E75
1924,1257,4393,AA,DCA,CHS,2025-01-14 17:22:00,2025-01-14 19:15:00,E75
1925,1257,4393,AA,DCA,CHS,2025-01-15 17:22:00,2025-01-15 19:15:00,E75
1926,1257,4393,AA,DCA,CHS,2025-01-16 17:22:00,2025-01-16 19:15:00,E75
1927,1257,4393,AA,DCA,CHS,2025-01-17 17:22:00,2025-01-17 19:15:00,E75
1928,1257,4393,AA,DCA,CHS,2025-01-18 17:22:00,2025-01-18 19:15:00,E75
1929,1257,4393,AA,DCA,CHS,2025-01-20 17:22:00,2025-01-20 19:15:00,E75
1930,1257,4393,AA,DCA,CHS,2025-01-21 17:22:00,2025-01-21 19:15:00,E75
1931,1257,4393,AA,DCA,CHS,2025-01-22 17:22:00,2025-01-22 19:15:00,E75
1932,1257,4393,AA,DCA,CHS,2025-01-23 17:22:00,2025-01-23 19:15:00,E75
1933,1257,4393,AA,DCA,CHS,2025-01-24 17:22:00,2025-01-24 19:15:00,E75
1934,1257,4393,AA,DCA,CHS,2025-01-25 17:22:00,2025-01-25 19:15:00,E75
1935,1257,4393,AA,DCA,CHS,2025-01-27 17:22:00,2025-01-27 19:15:00,E75
1936,1257,4393,AA,DCA,CHS,2025-01-28 17:22:00,2025-01-28 19:15:00,E75
1937,1257,4393,AA,DCA,CHS,2025-01-29 17:22:00,2025-01-29 19:15:00,E75
1938,1257,4393,AA,DCA,CHS,2025-01-30 17:22:00,2025-01-30 19:15:00,E75
1939,1257,4393,AA,DCA,CHS,2025-01-31 17:22:00,2025-01-31 19:15:00,E75
1940,13734,255,MX,ISP,CHS,2025-01-27 17:20:00,2025-01-27 19:29:00,223
1941,13734,255,MX,ISP,CHS,2025-01-31 17:20:00,2025-01-31 19:29:00,223
1942,12172,3091,DL,CHS,ATL,2025-01-01 10:28:00,2025-01-01 11:40:00,739
1943,950,2721,AA,CHS,CLT,2025-01-07 09:25:00,2025-01-07 10:30:00,320
1944,950,2721,AA,CHS,CLT,2025-01-08 09:25:00,2025-01-08 10:30:00,320
1945,950,2721,AA,CHS,CLT,2025-01-09 09:25:00,2025-01-09 10:30:00,320
1946,950,2721,AA,CHS,CLT,2025-01-10 09:25:00,2025-01-10 10:30:00,320
1947,950,2721,AA,CHS,CLT,2025-01-11 09:25:00,2025-01-11 10:30:00,320
1948,950,2721,AA,CHS,CLT,2025-01-13 09:25:00,2025-01-13 10:30:00,320
1949,950,2721,AA,CHS,CLT,2025-01-14 09:25:00,2025-01-14 10:30:00,320
1950,950,2721,AA,CHS,CLT,2025-01-15 09:25:00,2025-01-15 10:30:00,320
1951,950,2721,AA,CHS,CLT,2025-01-16 09:25:00,2025-01-16 10:30:00,320
1952,950,2721,AA,CHS,CLT,2025-01-17 09:25:00,2025-01-17 10:30:00,320
1953,950,2721,AA,CHS,CLT,2025-01-18 09:25:00,2025-01-18 10:30:00,320
1954,950,2721,AA,CHS,CLT,2025-01-20 09:25:00,2025-01-20 10:30:00,320
1955,950,2721,AA,CHS,CLT,2025-01-21 09:25:00,2025-01-21 10:30:00,320
1956,950,2721,AA,CHS,CLT,2025-01-22 09:25:00,2025-01-22 10:30:00,320
1957,950,2721,AA,CHS,CLT,2025-01-23 09:25:00,2025-01-23 10:30:00,320
1958,950,2721,AA,CHS,CLT,2025-01-24 09:25:00,2025-01-24 10:30:00,320
1959,950,2721,AA,CHS,CLT,2025-01-25 09:25:00,2025-01-25 10:30:00,320
1960,950,2721,AA,CHS,CLT,2025-01-27 09:25:00,2025-01-27 10:30:00,320
1961,950,2721,AA,CHS,CLT,2025-01-28 09:25:00,2025-01-28 10:30:00,320
1962,950,2721,AA,CHS,CLT,2025-01-29 09:25:00,2025-01-29 10:30:00,320
1963,950,2721,AA,CHS,CLT,2025-01-30 09:25:00,2025-01-30 10:30:00,320
1964,950,2721,AA,CHS,CLT,2025-01-31 09:25:00,2025-01-31 10:30:00,320
1965,949,2721,AA,CLT,CHS,2025-01-07 07:10:00,2025-01-07 08:14:00,320
1966,949,2721,AA,CLT,CHS,2025-01-08 07:10:00,2025-01-08 08:14:00,320
1967,949,2721,AA,CLT,CHS,2025-01-09 07:10:00,2025-01-09 08:14:00,320
1968,949,2721,AA,CLT,CHS,2025-01-10 07:10:00,2025-01-10 08:14:00,320
1969,949,2721,AA,CLT,CHS,2025-01-11 07:10:00,2025-01-11 08:14:00,320
1970,949,2721,AA,CLT,CHS,2025-01-13 07:10:00,2025-01-13 08:14:00,320
1971,949,2721,AA,CLT,CHS,2025-01-14 07:10:00,2025-01-14 08:14:00,320
1972,949,2721,AA,CLT,CHS,2025-01-15 07:10:00,2025-01-15 08:14:00,320
1973,949,2721,AA,CLT,CHS,2025-01-16 07:10:00,2025-01-16 08:14:00,320
1974,949,2721,AA,CLT,CHS,2025-01-17 07:10:00,2025-01-17 08:14:00,320
1975,949,2721,AA,CLT,CHS,2025-01-18 07:10:00,2025-01-18 08:14:00,320
1976,949,2721,AA,CLT,CHS,2025-01-20 07:10:00,2025-01-20 08:14:00,320
1977,949,2721,AA,CLT,CHS,2025-01-21 07:10:00,2025-01-21 08:14:00,320
1978,949,2721,AA,CLT,CHS,2025-01-22 07:10:00,2025-01-22 08:14:00,320
1979,949,2721,AA,CLT,CHS,2025-01-23 07:10:00,2025-01-23 08:14:00,320
1980,949,2721,AA,CLT,CHS,2025-01-24 07:10:00,2025-01-24 08:14:00,320
1981,949,2721,AA,CLT,CHS,2025-01-25 07:10:00,2025-01-25 08:14:00,320
1982,949,2721,AA,CLT,CHS,2025-01-27 07:10:00,2025-01-27 08:14:00,320
1983,949,2721,AA,CLT,CHS,2025-01-28 07:10:00,2025-01-28 08:14:00,320
1984,949,2721,AA,CLT,CHS,2025-01-29 07:10:00,2025-01-29 08:14:00,320
1985,949,2721,AA,CLT,CHS,2025-01-30 07:10:00,2025-01-30 08:14:00,320
1986,949,2721,AA,CLT,CHS,2025-01-31 07:10:00,2025-01-31 08:14:00,320
1987,10829,8354,BA,CHS,BOS,2025-01-01 13:35:00,2025-01-01 15:53:00,E90
1988,10829,8354,BA,CHS,BOS,2025-01-02 13:35:00,2025-01-02 15:53:00,E90
1989,10829,8354,BA,CHS,BOS,2025-01-03 13:35:00,2025-01-03 15:53:00,E90
1990,10829,8354,BA,CHS,BOS,2025-01-04 13:35:00,2025-01-04 15:53:00,E90
1991,8628,3910,AA,CHS,DFW,2025-01-01 06:15:00,2025-01-01 08:24:00,E75
1992,13695,244,MX,CHS,RSW,2025-01-01 07:05:00,2025-01-01 08:47:00,223
1993,11441,896,DL,CHS,ATL,2025-01-01 14:00:00,2025-01-01 15:16:00,717
1994,10958,367,B6,BOS,CHS,2025-01-08 09:00:00,2025-01-08 11:40:00,E90
1995,10958,367,B6,BOS,CHS,2025-01-10 09:00:00,2025-01-10 11:40:00,E90
1996,10958,367,B6,BOS,CHS,2025-01-11 09:00:00,2025-01-11 11:40:00,E90
1997,10958,367,B6,BOS,CHS,2025-01-13 09:00:00,2025-01-13 11:40:00,E90
1998,10958,367,B6,BOS,CHS,2025-01-15 09:00:00,2025-01-15 11:40:00,E90
1999,10958,367,B6,BOS,CHS,2025-01-17 09:00:00,2025-01-17 11:40:00,E90
2000,10958,367,B6,BOS,CHS,2025-01-18 09:00:00,2025-01-18 11:40:00,E90
2001,10958,367,B6,BOS,CHS,2025-01-20 09:00:00,2025-01-20 11:40:00,E90
2002,10958,367,B6,BOS,CHS,2025-01-22 09:00:00,2025-01-22 11:40:00,E90
2003,10958,367,B6,BOS,CHS,2025-01-24 09:00:00,2025-01-24 11:40:00,E90
2004,10958,367,B6,BOS,CHS,2025-01-25 09:00:00,2025-01-25 11:40:00,E90
2005,10958,367,B6,BOS,CHS,2025-01-27 09:00:00,2025-01-27 11:40:00,E90
2006,10958,367,B6,BOS,CHS,2025-01-29 09:00:00,2025-01-29 11:40:00,E90
2007,10958,367,B6,BOS,CHS,2025-01-31 09:00:00,2025-01-31 11:40:00,E90
2008,11614,2124,DL,CHS,ATL,2025-01-01 06:40:00,2025-01-01 08:00:00,717
2009,10571,6562,BA,CHS,PHL,2025-01-07 16:02:00,2025-01-07 17:55:00,E75
2010,10571,6562,BA,CHS,PHL,2025-01-08 16:02:00,2025-01-08 17:55:00,E75
2011,10571,6562,BA,CHS,PHL,2025-01-09 16:02:00,2025-01-09 17:55:00,E75
2012,10571,6562,BA,CHS,PHL,2025-01-10 16:02:00,2025-01-10 17:55:00,E75
2013,10571,6562,BA,CHS,PHL,2025-01-11 16:02:00,2025-01-11 17:55:00,E75
2014,10571,6562,BA,CHS,PHL,2025-01-13 16:02:00,2025-01-13 17:55:00,E75
2015,10571,6562,BA,CHS,PHL,2025-01-14 16:02:00,2025-01-14 17:55:00,E75
2016,10571,6562,BA,CHS,PHL,2025-01-15 16:02:00,2025-01-15 17:55:00,E75
2017,10571,6562,BA,CHS,PHL,2025-01-16 16:02:00,2025-01-16 17:55:00,E75
2018,10571,6562,BA,CHS,PHL,2025-01-17 16:02:00,2025-01-17 17:55:00,E75
2019,10571,6562,BA,CHS,PHL,2025-01-18 16:02:00,2025-01-18 17:55:00,E75
2020,10571,6562,BA,CHS,PHL,2025-01-20 16:02:00,2025-01-20 17:55:00,E75
2021,10571,6562,BA,CHS,PHL,2025-01-21 16:02:00,2025-01-21 17:55:00,E75
2022,10571,6562,BA,CHS,PHL,2025-01-22 16:02:00,2025-01-22 17:55:00,E75
2023,10571,6562,BA,CHS,PHL,2025-01-23 16:02:00,2025-01-23 17:55:00,E75
2024,10571,6562,BA,CHS,PHL,2025-01-24 16:02:00,2025-01-24 17:55:00,E75
2025,10571,6562,BA,CHS,PHL,2025-01-25 16:02:00,2025-01-25 17:55:00,E75
2026,10571,6562,BA,CHS,PHL,2025-01-27 16:02:00,2025-01-27 17:55:00,E75
2027,10571,6562,BA,CHS,PHL,2025-01-28 16:02:00,2025-01-28 17:55:00,E75
2028,10571,6562,BA,CHS,PHL,2025-01-29 16:02:00,2025-01-29 17:55:00,E75
2029,10571,6562,BA,CHS,PHL,2025-01-30 16:02:00,2025-01-30 17:55:00,E75
2030,10571,6562,BA,CHS,PHL,2025-01-31 16:02:00,2025-01-31 17:55:00,E75
2031,13691,243,MX,SYR,CHS,2025-01-03 20:38:00,2025-01-03 22:54:00,223
2032,13691,243,MX,SYR,CHS,2025-01-06 20:38:00,2025-01-06 22:54:00,223
2033,12052,2850,DL,ATL,CHS,2025-01-10 22:47:00,2025-01-10 23:54:00,739
2034,10955,367,B6,BOS,CHS,2025-01-03 10:10:00,2025-01-03 12:50:00,E90
2035,10955,367,B6,BOS,CHS,2025-01-04 10:10:00,2025-01-04 12:50:00,E90
2036,8858,4634,AA,DCA,CHS,2025-01-01 20:05:00,2025-01-01 22:05:00,E75
2037,11915,2493,DL,ATL,CHS,2025-01-15 19:25:00,2025-01-15 20:31:00,739
2038,6283,2333,UA,CHS,ORD,2025-01-07 06:35:00,2025-01-07 07:55:00,319
2039,13688,242,MX,CHS,SYR,2025-01-10 06:00:00,2025-01-10 08:06:00,223
2040,13688,242,MX,CHS,SYR,2025-01-13 06:00:00,2025-01-13 08:06:00,223
2041,13688,242,MX,CHS,SYR,2025-01-17 06:00:00,2025-01-17 08:06:00,223
2042,13688,242,MX,CHS,SYR,2025-01-20 06:00:00,2025-01-20 08:06:00,223
2043,13688,242,MX,CHS,SYR,2025-01-24 06:00:00,2025-01-24 08:06:00,223
2044,13688,242,MX,CHS,SYR,2025-01-27 06:00:00,2025-01-27 08:06:00,223
2045,13688,242,MX,CHS,SYR,2025-01-31 06:00:00,2025-01-31 08:06:00,223
2046,9743,485,AS,CHS,SEA,2025-01-08 18:32:00,2025-01-08 21:44:00,7M9
2047,9743,485,AS,CHS,SEA,2025-01-15 18:32:00,2025-01-15 21:44:00,7M9
2048,6292,2335,UA,EWR,CHS,2025-01-20 07:15:00,2025-01-20 09:21:00,319
2049,6292,2335,UA,EWR,CHS,2025-01-21 07:15:00,2025-01-21 09:21:00,319
2050,6292,2335,UA,EWR,CHS,2025-01-22 07:15:00,2025-01-22 09:21:00,319
2051,6292,2335,UA,EWR,CHS,2025-01-23 07:15:00,2025-01-23 09:21:00,319
2052,6292,2335,UA,EWR,CHS,2025-01-24 07:15:00,2025-01-24 09:21:00,319
2053,6292,2335,UA,EWR,CHS,2025-01-25 07:15:00,2025-01-25 09:21:00,319
2054,6292,2335,UA,EWR,CHS,2025-01-27 07:15:00,2025-01-27 09:21:00,319
2055,6292,2335,UA,EWR,CHS,2025-01-28 07:15:00,2025-01-28 09:21:00,319
2056,6292,2335,UA,EWR,CHS,2025-01-29 07:15:00,2025-01-29 09:21:00,319
2057,6292,2335,UA,EWR,CHS,2025-01-30 07:15:00,2025-01-30 09:21:00,319
2058,6292,2335,UA,EWR,CHS,2025-01-31 07:15:00,2025-01-31 09:21:00,319
2059,3032,1047,DL,CHS,DTW,2025-01-01 13:15:00,2025-01-01 15:20:00,320
2060,3032,1047,DL,CHS,DTW,2025-01-02 13:15:00,2025-01-02 15:20:00,320
2061,3032,1047,DL,CHS,DTW,2025-01-03 13:15:00,2025-01-03 15:20:00,320
2062,3032,1047,DL,CHS,DTW,2025-01-07 13:15:00,2025-01-07 15:20:00,320
2063,3032,1047,DL,CHS,DTW,2025-01-08 13:15:00,2025-01-08 15:20:00,320
2064,3032,1047,DL,CHS,DTW,2025-01-09 13:15:00,2025-01-09 15:20:00,320
2065,3032,1047,DL,CHS,DTW,2025-01-10 13:15:00,2025-01-10 15:20:00,320
2066,3032,1047,DL,CHS,DTW,2025-01-14 13:15:00,2025-01-14 15:20:00,320
2067,3032,1047,DL,CHS,DTW,2025-01-15 13:15:00,2025-01-15 15:20:00,320
2068,3032,1047,DL,CHS,DTW,2025-01-16 13:15:00,2025-01-16 15:20:00,320
2069,3032,1047,DL,CHS,DTW,2025-01-17 13:15:00,2025-01-17 15:20:00,320
2070,3032,1047,DL,CHS,DTW,2025-01-21 13:15:00,2025-01-21 15:20:00,320
2071,3032,1047,DL,CHS,DTW,2025-01-22 13:15:00,2025-01-22 15:20:00,320
2072,3032,1047,DL,CHS,DTW,2025-01-23 13:15:00,2025-01-23 15:20:00,320
2073,3032,1047,DL,CHS,DTW,2025-01-24 13:15:00,2025-01-24 15:20:00,320
2074,3032,1047,DL,CHS,DTW,2025-01-28 13:15:00,2025-01-28 15:20:00,320
2075,3032,1047,DL,CHS,DTW,2025-01-29 13:15:00,2025-01-29 15:20:00,320
2076,3032,1047,DL,CHS,DTW,2025-01-30 13:15:00,2025-01-30 15:20:00,320
2077,3032,1047,DL,CHS,DTW,2025-01-31 13:15:00,2025-01-31 15:20:00,320
2078,3031,1047,DL,DTW,CHS,2025-01-01 10:00:00,2025-01-01 12:07:00,320
2079,3031,1047,DL,DTW,CHS,2025-01-02 10:00:00,2025-01-02 12:07:00,320
2080,3031,1047,DL,DTW,CHS,2025-01-03 10:00:00,2025-01-03 12:07:00,320
2081,3031,1047,DL,DTW,CHS,2025-01-07 10:00:00,2025-01-07 12:07:00,320
2082,3031,1047,DL,DTW,CHS,2025-01-08 10:00:00,2025-01-08 12:07:00,320
2083,3031,1047,DL,DTW,CHS,2025-01-09 10:00:00,2025-01-09 12:07:00,320
2084,3031,1047,DL,DTW,CHS,2025-01-10 10:00:00,2025-01-10 12:07:00,320
2085,3031,1047,DL,DTW,CHS,2025-01-14 10:00:00,2025-01-14 12:07:00,320
2086,3031,1047,DL,DTW,CHS,2025-01-15 10:00:00,2025-01-15 12:07:00,320
2087,3031,1047,DL,DTW,CHS,2025-01-16 10:00:00,2025-01-16 12:07:00,320
2088,3031,1047,DL,DTW,CHS,2025-01-17 10:00:00,2025-01-17 12:07:00,320
2089,3031,1047,DL,DTW,CHS,2025-01-21 10:00:00,2025-01-21 12:07:00,320
2090,3031,1047,DL,DTW,CHS,2025-01-22 10:00:00,2025-01-22 12:07:00,320
2091,3031,1047,DL,DTW,CHS,2025-01-23 10:00:00,2025-01-23 12:07:00,320
2092,3031,1047,DL,DTW,CHS,2025-01-24 10:00:00,2025-01-24 12:07:00,320
2093,3031,1047,DL,DTW,CHS,2025-01-28 10:00:00,2025-01-28 12:07:00,320
2094,3031,1047,DL,DTW,CHS,2025-01-29 10:00:00,2025-01-29 12:07:00,320
2095,3031,1047,DL,DTW,CHS,2025-01-30 10:00:00,2025-01-30 12:07:00,320
2096,3031,1047,DL,DTW,CHS,2025-01-31 10:00:00,2025-01-31 12:07:00,320
2097,15483,4480,WN,CHS,BNA,2025-01-07 18:55:00,2025-01-07 19:40:00,73W
2098,15483,4480,WN,CHS,BNA,2025-01-08 18:55:00,2025-01-08 19:40:00,73W
2099,15483,4480,WN,CHS,BNA,2025-01-09 18:55:00,2025-01-09 19:40:00,73W
2100,15483,4480,WN,CHS,BNA,2025-01-10 18:55:00,2025-01-10 19:40:00,73W
2101,15104,2144,WN,CHS,DAL,2025-01-06 07:45:00,2025-01-06 09:35:00,73H
2102,12425,3179,DL,CHS,ATL,2025-01-30 19:05:00,2025-01-30 20:33:00,739
2103,12425,3179,DL,CHS,ATL,2025-01-31 19:05:00,2025-01-31 20:33:00,739
2104,12424,3179,DL,ATL,CHS,2025-01-30 16:52:00,2025-01-30 18:00:00,739
2105,12424,3179,DL,ATL,CHS,2025-01-31 16:52:00,2025-01-31 18:00:00,739
2106,11188,2368,B6,CHS,BOS,2025-01-01 15:05:00,2025-01-01 17:23:00,E90
2107,8795,4486,AA,DCA,CHS,2025-01-02 13:42:00,2025-01-02 15:33:00,E75
2108,8795,4486,AA,DCA,CHS,2025-01-03 13:42:00,2025-01-03 15:33:00,E75
2109,8795,4486,AA,DCA,CHS,2025-01-04 13:42:00,2025-01-04 15:33:00,E75
2110,8795,4486,AA,DCA,CHS,2025-01-06 13:42:00,2025-01-06 15:33:00,E75
2111,7814,1586,AA,CHS,CLT,2025-01-04 20:23:00,2025-01-04 21:31:00,319
2112,7813,1586,AA,CLT,CHS,2025-01-04 18:28:00,2025-01-04 19:37:00,319
2113,13894,482,MX,ORF,CHS,2025-01-02 21:36:00,2025-01-02 22:59:00,223
2114,13251,5501,DL,JFK,CHS,2025-01-27 19:25:00,2025-01-27 21:51:00,CR9
2115,13251,5501,DL,JFK,CHS,2025-01-28 19:25:00,2025-01-28 21:51:00,CR9
2116,13251,5501,DL,JFK,CHS,2025-01-30 19:25:00,2025-01-30 21:51:00,CR9
2117,14520,3580,UA,CHS,ORD,2025-01-20 16:45:00,2025-01-20 18:24:00,E7W
2118,14520,3580,UA,CHS,ORD,2025-01-22 16:45:00,2025-01-22 18:24:00,E7W
2119,14520,3580,UA,CHS,ORD,2025-01-23 16:45:00,2025-01-23 18:24:00,E7W
2120,14520,3580,UA,CHS,ORD,2025-01-25 16:45:00,2025-01-25 18:24:00,E7W
2121,9414,3729,AC,EWR,CHS,2025-01-04 16:48:00,2025-01-04 19:11:00,E7W
2122,13927,501,MX,CHS,BDL,2025-01-04 15:36:00,2025-01-04 17:40:00,223
2123,13926,501,MX,TPA,CHS,2025-01-04 13:28:00,2025-01-04 14:56:00,223
2124,11573,1664,DL,CHS,ATL,2025-01-20 08:12:00,2025-01-20 09:35:00,739
2125,11573,1664,DL,CHS,ATL,2025-01-22 08:12:00,2025-01-22 09:35:00,739
2126,11573,1664,DL,CHS,ATL,2025-01-23 08:12:00,2025-01-23 09:35:00,739
2127,11573,1664,DL,CHS,ATL,2025-01-24 08:12:00,2025-01-24 09:35:00,739
2128,3885,2493,DL,ATL,CHS,2025-01-04 19:45:00,2025-01-04 20:55:00,739
2129,3885,2493,DL,ATL,CHS,2025-01-11 19:45:00,2025-01-11 20:55:00,739
2130,3885,2493,DL,ATL,CHS,2025-01-18 19:45:00,2025-01-18 20:55:00,739
2131,3885,2493,DL,ATL,CHS,2025-01-25 19:45:00,2025-01-25 20:55:00,739
2132,5018,5798,DL,JFK,CHS,2025-01-01 18:40:00,2025-01-01 21:17:00,E75
2133,5018,5798,DL,JFK,CHS,2025-01-02 18:40:00,2025-01-02 21:17:00,E75
2134,5018,5798,DL,JFK,CHS,2025-01-03 18:40:00,2025-01-03 21:17:00,E75
2135,5018,5798,DL,JFK,CHS,2025-01-07 18:40:00,2025-01-07 21:17:00,E75
2136,5018,5798,DL,JFK,CHS,2025-01-08 18:40:00,2025-01-08 21:17:00,E75
2137,5018,5798,DL,JFK,CHS,2025-01-09 18:40:00,2025-01-09 21:17:00,E75
2138,5018,5798,DL,JFK,CHS,2025-01-10 18:40:00,2025-01-10 21:17:00,E75
2139,5018,5798,DL,JFK,CHS,2025-01-14 18:40:00,2025-01-14 21:17:00,E75
2140,5018,5798,DL,JFK,CHS,2025-01-15 18:40:00,2025-01-15 21:17:00,E75
2141,5018,5798,DL,JFK,CHS,2025-01-16 18:40:00,2025-01-16 21:17:00,E75
2142,5018,5798,DL,JFK,CHS,2025-01-17 18:40:00,2025-01-17 21:17:00,E75
2143,5018,5798,DL,JFK,CHS,2025-01-21 18:40:00,2025-01-21 21:17:00,E75
2144,5018,5798,DL,JFK,CHS,2025-01-22 18:40:00,2025-01-22 21:17:00,E75
2145,5018,5798,DL,JFK,CHS,2025-01-23 18:40:00,2025-01-23 21:17:00,E75
2146,5018,5798,DL,JFK,CHS,2025-01-24 18:40:00,2025-01-24 21:17:00,E75
2147,5018,5798,DL,JFK,CHS,2025-01-28 18:40:00,2025-01-28 21:17:00,E75
2148,5018,5798,DL,JFK,CHS,2025-01-29 18:40:00,2025-01-29 21:17:00,E75
2149,5018,5798,DL,JFK,CHS,2025-01-30 18:40:00,2025-01-30 21:17:00,E75
2150,5018,5798,DL,JFK,CHS,2025-01-31 18:40:00,2025-01-31 21:17:00,E75
2151,13359,5674,DL,CHS,JFK,2025-01-16 12:59:00,2025-01-16 15:03:00,E75
2152,13359,5674,DL,CHS,JFK,2025-01-23 12:59:00,2025-01-23 15:03:00,E75
2153,13359,5674,DL,CHS,JFK,2025-01-30 12:59:00,2025-01-30 15:03:00,E75
2154,13358,5674,DL,JFK,CHS,2025-01-16 09:59:00,2025-01-16 12:19:00,E75
2155,13358,5674,DL,JFK,CHS,2025-01-23 09:59:00,2025-01-23 12:19:00,E75
2156,13358,5674,DL,JFK,CHS,2025-01-30 09:59:00,2025-01-30 12:19:00,E75
2157,13652,210,MX,CHS,PIT,2025-01-27 08:00:00,2025-01-27 09:45:00,223
2158,13652,210,MX,CHS,PIT,2025-01-31 08:00:00,2025-01-31 09:45:00,223
2159,10095,6324,AS,DCA,CHS,2025-01-10 21:15:00,2025-01-10 23:03:00,CR7
2160,10095,6324,AS,DCA,CHS,2025-01-17 21:15:00,2025-01-17 23:03:00,CR7
2161,10095,6324,AS,DCA,CHS,2025-01-24 21:15:00,2025-01-24 23:03:00,CR7
2162,10095,6324,AS,DCA,CHS,2025-01-31 21:15:00,2025-01-31 23:03:00,CR7
2163,13408,5762,DL,CHS,JFK,2025-01-03 07:00:00,2025-01-03 09:08:00,E75
2164,13408,5762,DL,CHS,JFK,2025-01-04 07:00:00,2025-01-04 09:08:00,E75
2165,14069,368,NK,CHS,FLL,2025-01-09 17:16:00,2025-01-09 18:59:00,32A
2166,14069,368,NK,CHS,FLL,2025-01-16 17:16:00,2025-01-16 18:59:00,32A
2167,14069,368,NK,CHS,FLL,2025-01-23 17:16:00,2025-01-23 18:59:00,32A
2168,14069,368,NK,CHS,FLL,2025-01-30 17:16:00,2025-01-30 18:59:00,32A
2169,15230,2621,WN,MDW,CHS,2025-01-16 15:00:00,2025-01-16 18:00:00,73W
2170,15230,2621,WN,MDW,CHS,2025-01-17 15:00:00,2025-01-17 18:00:00,73W
2171,15149,2379,WN,CHS,BNA,2025-01-07 11:30:00,2025-01-07 12:10:00,7M8
2172,15148,2379,WN,BWI,CHS,2025-01-07 08:50:00,2025-01-07 10:45:00,7M8
2173,9565,4570,AC,CHS,ORD,2025-01-07 12:31:00,2025-01-07 14:03:00,7M8
2174,12692,4160,DL,CHS,DTW,2025-01-02 16:55:00,2025-01-02 19:08:00,CR9
2175,12692,4160,DL,CHS,DTW,2025-01-03 16:55:00,2025-01-03 19:08:00,CR9
2176,12692,4160,DL,CHS,DTW,2025-01-04 16:55:00,2025-01-04 19:08:00,CR9
2177,12691,4160,DL,DTW,CHS,2025-01-02 14:00:00,2025-01-02 16:15:00,CR9
2178,12691,4160,DL,DTW,CHS,2025-01-03 14:00:00,2025-01-03 16:15:00,CR9
2179,12691,4160,DL,DTW,CHS,2025-01-04 14:00:00,2025-01-04 16:15:00,CR9
2180,8790,4467,AA,CHS,PHL,2025-01-04 16:03:00,2025-01-04 17:54:00,E75
2181,7822,1586,AA,CHS,CLT,2025-01-10 20:25:00,2025-01-10 21:41:00,321
2182,7821,1586,AA,CLT,CHS,2025-01-10 18:30:00,2025-01-10 19:35:00,321
2183,8174,2773,AA,CLT,CHS,2025-01-09 23:00:00,2025-01-10 00:04:00,320
2184,5067,5812,DL,CHS,JFK,2025-01-03 18:55:00,2025-01-03 21:08:00,E75
2185,5067,5812,DL,CHS,JFK,2025-01-10 18:55:00,2025-01-10 21:08:00,E75
2186,5067,5812,DL,CHS,JFK,2025-01-17 18:55:00,2025-01-17 21:08:00,E75
2187,5067,5812,DL,CHS,JFK,2025-01-24 18:55:00,2025-01-24 21:08:00,E75
2188,5067,5812,DL,CHS,JFK,2025-01-31 18:55:00,2025-01-31 21:08:00,E75
2189,5066,5812,DL,JFK,CHS,2025-01-03 15:55:00,2025-01-03 18:25:00,E75
2190,5066,5812,DL,JFK,CHS,2025-01-10 15:55:00,2025-01-10 18:25:00,E75
2191,5066,5812,DL,JFK,CHS,2025-01-17 15:55:00,2025-01-17 18:25:00,E75
2192,5066,5812,DL,JFK,CHS,2025-01-24 15:55:00,2025-01-24 18:25:00,E75
2193,5066,5812,DL,JFK,CHS,2025-01-31 15:55:00,2025-01-31 18:25:00,E75
2194,3319,2124,DL,CHS,ATL,2025-01-04 05:45:00,2025-01-04 07:03:00,739
2195,3319,2124,DL,CHS,ATL,2025-01-06 05:45:00,2025-01-06 07:03:00,739
2196,3319,2124,DL,CHS,ATL,2025-01-11 05:45:00,2025-01-11 07:03:00,739
2197,3319,2124,DL,CHS,ATL,2025-01-13 05:45:00,2025-01-13 07:03:00,739
2198,3319,2124,DL,CHS,ATL,2025-01-18 05:45:00,2025-01-18 07:03:00,739
2199,3319,2124,DL,CHS,ATL,2025-01-20 05:45:00,2025-01-20 07:03:00,739
2200,3319,2124,DL,CHS,ATL,2025-01-25 05:45:00,2025-01-25 07:03:00,739
2201,3319,2124,DL,CHS,ATL,2025-01-27 05:45:00,2025-01-27 07:03:00,739
2202,10752,8310,BA,CHS,JFK,2025-01-27 16:29:00,2025-01-27 18:30:00,223
